trait_name,ontology mapable,"needed, not in ontologies",tissue,category,other_tags,nrow,description,Saatkamp_2018,TRY name,TRY number,TRY notes,TOP_trait,Top_identifier,Top_link,Top_link_date,NOTES,proposed_name_changes,workshop (or review),,
seed_Ca_concentration,,,reproductive; seed,nutrient,,NA,NA,seed nutrient content,NA,NA,NA,seed calcium content per seed dry mass,TOP566,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Seed_calcium_content_per_seed_dry_mass,20210518,,nutrient_seed_Ca_content_per_dry_mass,,chemical >element/nutrient,
seed_K_concentration,,,reproductive; seed,nutrient,,NA,NA,seed nutrient content,NA,NA,NA,seed potassium content per seed dry mass,TOP579,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Seed_potassium_content_per_seed_dry_mass,20210518,,nutrient_seed_K_content_per_dry_mass,,chemical >element/nutrient,
seed_length,,,reproductive; seed,morphology,,159,Longest seed dimension,,Seed length,27,NA,seed length,TOP91,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Seed_length,20210518,,reproductive_seed_length,seed and fruit traits,morphology > reproductive > seed,
seed_longevity,,,reproductive; seed,life history,,NA,NA,longevity,Seed longevity,NA,NA,NA,NA,NA,Not in TOP,,,seed and fruit traits; fire response,morphology > reproductive > seed,
seed_mass,,,reproductive; seed,morphology,,160,Seed carbon dry mass,seed mass,Seed dry mass,26,NA,seed dry mass,TOP111,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Seed_dry_mass,20210518,,reproductive_seed_dry_mass,seed and fruit traits,morphology > reproductive > seed,
seed_mass_reserve,,,reproductive; seed,morphology,,161,Energy reserves stored in seeds that are mobilized at the time of germination; on a carbon dry mass basis,,NA,NA,NA,NA,NA,NA,Not in TOP,,,seed and fruit traits,morphology > reproductive > seed / allocation,
seed_Mg_concentration,,,reproductive; seed,nutrient,,NA,NA,seed nutrient content,NA,NA,NA,seed magnesium content per seed dry mass,TOP572,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Seed_magnesium_content_per_seed_dry_mass,20210518,,nutrient_seed_Mg_content_per_dry_mass,,chemical >element/nutrient,
seed_N_concentration,,,reproductive; seed,nutrient,,NA,NA,seed nutrient content,Seed nitrogen (N) content per dry mass (or diaspore),2945,NA,seed nitrogen content per seed dry mass,TOP577,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Seed_nitrogen_content_per_seed_dry_mass,20210518,,nutrient_seed_N_content_per_dry_mass,,chemical >element/nutrient,
seed_oil_content,,,reproductive; seed,nutrient,,162,"Seed oil content as a fraction of total seed weight, usually on a dry weight basis",,Seed oil content per seed mass,96,NA,seed lipid content per seed dry mass ,TOP880,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Seed_lipid_content_per_seed_dry_mass,20210518,Not sure if oil and lipid are synonymous in this context,chemical_seed_lipid_content_per_??_mass,,chemical > compound,need to verify if dry vs fresh mass; OK to replace oil with lipid? or nest oil within lipid?
seed_P_concentration,,,reproductive; seed,nutrient,,163,Seed phosphorus concentration on a weight basis,seed nutrient content,Seed phosphorus (P) content per dry mass (or diaspore),3000,NA,seed phosphorus content per seed dry mass,TOP578,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Seed_phosphorus_content_per_seed_dry_mass,20210518,,nutrient_seed_P_content_per_dry_mass,,chemical >element/nutrient,
seed_protein_content,,,reproductive; seed,nutrient,,164,Seed protein content as a fraction of total seed weight,,Seed protein content per seed mass,97,NA,NA,NA,NA,Not in TOP,,chemical_seed_protein_content_per_??_mass,,chemical > compound,
seed_release,,,reproductive; seed,life history,fire_response,NA,NA,seasonality of seed release,"When a fruit or cone only releases its seeds following an environmental trigger, often fire; ; see also 'seed_longevity', 'seed_storage_location', 'soil_seedbank', 'canopy_seedbank', and 'serotiny'",NA,NA,NA,NA,NA,Not in TOP,,,seed and fruit traits; fire response,life_history > fire_response,
seed_S_concentration,,,reproductive; seed,nutrient,,NA,NA,seed nutrient content,NA,NA,NA,seed sulfur content per seed dry mass,TOP581,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Seed_sulfur_content_per_seed_dry_mass,20210518,,nutrient_seed_S_content_per_dry_mass,,chemical >element/nutrient,
seed_shape,,,reproductive; seed,morphology,,165,"Possible seed shapes. Note that some terms currently used refer to 2-dimensional shapes, not 3-dimensional shapes.",seed shape,Seed shape,349,NA,NA,NA,NA,Not in TOP,"seed shape, TOP114 a ratio of dimensions",,seed and fruit traits,morphology > reproductive > seed,
seed_storage_location,,,reproductive; seed,life history,fire_response,166,Location where seeds are stored at maturity,,Seedbank type,159,NA,NA,NA,NA,Not in TOP,,,fire response,life_history > fire_response,
seed_texture,,,reproductive; seed,morphology,,167,The texture of a seed,seed surface,NA,NA,NA,NA,NA,NA,Not in TOP,,,seed and fruit traits,morphology > reproductive > seed,
seed_viability,,,reproductive; seed,life history,germination,168,Proportion of seeds that are viable,,Seed viability,1109,NA,NA,NA,NA,Not in TOP,,,seed and fruit traits,life_history > reproductive,
seed_volume,,,reproductive; seed,morphology,,169,Volume of a seed,seed size,Seed volume,3042,NA,NA,NA,NA,Not in TOP,,,seed and fruit traits,morphology > reproductive > seed / allocation,
seed_width,,,reproductive; seed,morphology,,170,The longest width dimension of a seed; orthogonal to the length,,Seed width,239,NA,seed width,TOP95,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Seed_width,20210518,,reproductive_seed_width,seed and fruit traits,morphology > reproductive > seed,
seedling_first_leaf,,,leaf,morphology,,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,,morphology > seedling,
seedling_first_node,,,leaf,morphology,,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,,morphology > seedling,
seedling_germination_location,,,reproductive,life history,germination,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,seedling_germination_location,,life_history > reproductive,
senesced_leaf_Al_per_dry_mass,,,leaf,nutrient,,NA,NA,,Litter aluminium (Al ) content per litter dry mass,987,NA,litter aluminium content per litter dry mass,TOP583,https://top-thesaurus.org/annotationInfo?viz=1&trait=Litter%20aluminium%20content%20per%20litter%20dry%20mass,20210518,,nutrient_litter_leaf_Al_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_B_per_dry_mass,,,leaf,nutrient,,NA,NA,,NA,NA,NA,litter boron content per litter dry mass,TOP584,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_boron%20content%20per%20litter%20dry%20mass,20210518,,nutrient_litter_leaf_B_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_C_per_dry_mass,,,leaf,nutrient,,NA,NA,,Litter carbon (C) content per litter dry mass,72,NA,litter carbon content per litter dry mass,TOP586,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_carbon%20content%20per%20litter%20dry%20mass,20210518,,nutrient_litter_leaf_C_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_Ca_per_dry_mass,,,leaf,nutrient,,171,Senesced leaf calcium (Ca) content per unit leaf dry mass,,Litter (leaf) calcium (Ca) content per leaf litter dry mass,943,NA,litter calcium content per litter dry mass,TOP585,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_calcium%20content%20per%20litter%20dry%20mass,20210518,,nutrient_litter_leaf_Ca_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_Cu_per_dry_mass,,,leaf,nutrient,,172,Senesced leaf copper (Cu) content per unit leaf dry mass,,Litter (leaf) copper (Cu) content per leaf litter dry mass,947,NA,litter copper content per litter dry mass,TOP589,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_copper_content_per_litter_dry_mass,20210518,,nutrient_litter_leaf_Cu_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_Fe_per_dry_mass,,,leaf,nutrient,,173,Senesced leaf iron (Fe) content per unit leaf dry mass,,Litter (leaf) iron (Fe) content per leaf litter dry mass,950,NA,litter iron content per litter dry mass,TOP590,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_iron%20content%20per%20litter%20dry%20mass,20210518,,nutrient_litter_leaf_Fe_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_K_per_dry_mass,,,leaf,nutrient,,174,Senesced leaf potassium (K) content per unit leaf dry mass,,Litter (leaf) potassium (K) content per leaf litter dry mass,958,NA,litter potassium content per litter dry mass,TOP598,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_potassium%20content%20per%20litter%20dry%20mass,20210518,,nutrient_litter_leaf_K_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_Mg_per_dry_mass,,,leaf,nutrient,,175,Senesced leaf magnesium (Mg) content per unit leaf dry mass,,Litter (leaf) magnesium (Mg) content per leaf litter dry mass,952,NA,litter magnesium content per litter dry mass,TOP591,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_magnesium_content_per_litter_dry_mass,20210518,,nutrient_litter_leaf_Mg_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_Mn_per_dry_mass,,,leaf,nutrient,,176,Senesced leaf manganese (Mn) content per unit leaf dry mass,,Litter (leaf) manganese (Mn) content per leaf litter dry mass,953,NA,litter manganese content per litter dry mass,TOP592,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_manganese_content_per_litter_dry_mass,20210518,,nutrient_litter_leaf_Mn_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_Mo_per_dry_mass,,,leaf,nutrient,,177,Senesced leaf molybdenum (Mo) content per unit leaf dry mass,,"	Litter molybdenium (Mo) content per litter dry mass",999,NA,litter molybdenum content per litter dry mass,TOP593,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_molybdenum_content_per_litter_dry_mass,20210518,,nutrient_litter_leaf_Mo_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_N_per_dry_mass,,,leaf,nutrient,,178,Senesced leaf nitrogen (N) content per unit leaf dry mass,,Litter (leaf) nitrogen (N) content per leaf litter dry mass,954,NA,litter nitrogen content per litter dry mass,TOP596,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_nitrogen_content_per_litter_dry_mass,20210518,,nutrient_litter_leaf_N_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_Na_per_dry_mass,,,leaf,nutrient,,NA,NA,,Litter sodium (Na) content per litter dry mass,1004,NA,litter sodium content per litter dry mass,TOP594,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_sodium_content_per_litter_dry_mass,20210518,,nutrient_litter_leaf_Na_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_P_per_dry_mass,,,leaf,nutrient,,181,Senesced leaf phosphorus (P) content per unit leaf dry mass,,Litter (leaf) phosphorus (P) content per leaf litter dry mass,957,NA,litter phosphorus content per litter dry mass,TOP597,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_phosphorus%20content%20per%20litter%20dry%20mass,20210518,,nutrient_litter_leaf_P_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_S_per_dry_mass,,,leaf,nutrient,,182,Senesced leaf sulphur (S) content per unit leaf dry mass,,Litter (leaf) sulfur (S) content per leaf litter dry mass,961,NA,litter sulfur content per litter dry mass,TOP600,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_sulfur%20content%20per%20litter%20dry%20mass,20210518,,nutrient_litter_leaf_S_content_per_dry_mass,,chemical >element/nutrient,
senesced_leaf_Zn_per_dry_mass,,,leaf,nutrient,,183,Senesced leaf zinc (Zn) content per unit leaf dry mass,,Litter (leaf) zinc (Zn) content per leaf litter dry mass,962,NA,litter zinc content per litter dry mass,TOP601,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Litter_zinc%20content%20per%20litter%20dry%20mass,20210518,,nutrient_litter_leaf_Zn_content_per_dry_mass,,chemical >element/nutrient,
serotiny,,,reproductive; seed,life history,fire_response,184,"When a fruit or cone only releases its seeds following an environmental trigger, often fire",serotiny,Seedbank type,159,"similar, not identical",NA,NA,NA,Not in TOP,,,seed and fruit traits; fire response,life_history > fire_response,
sex_type,,,reproductive,life history,,NA,NA,,"Flower sexual syndrome (dichogamy, cleistogamy, dioecious, monoecious)",915,NA,whole plant dicliny type,TOP295,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Plant_dicliny_type,20210519,,,seed and fruit traits,life_history > reproductive > flower,
snow_tolerance,,,whole_plant,life history,environmental_tolerance,NA,NA,,Description of a taxon's tolerance to snow cover,NA,NA,plant frost tolerance,TOP768,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Frost_tolerance,20210519,not an exact match,,(environmental tolerance),life_history > environmental_tolerance,
soil_salinity_tolerance,,,whole_plant,physiology,environmental_tolerance,185,"Maximum salinity tolerated by a species, reported as the conductivitiy of the soil",,Species tolerance to salt,1254,NA,plant populations salt indicator value according to Ellenberg,TOP200,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Ellenberg_salt_value#,20210519,not an exact match,,(environmental tolerance),life_history > environmental_tolerance,
soil_seedbank,,,reproductive; seed,life history,fire_response,NA,NA,,Seedbank type,159,"similar, not identical",NA,NA,NA,Not in TOP,,,fire response,life_history > fire_response,
soluable_protein_per_area,,,leaf,nutrient,molecular,186,Mass of soluble protein per leaf area,,"	Leaf protein content per leaf dry mass",503,NA,NA,NA,NA,Not in TOP,,chemical_leaf_soluable_protein_content_per_area,,chemical > compound,
soluable_starch_per_area,,,leaf,nutrient,molecular,NA,NA,,"	Leaf starch content per leaf dry mass",505,NA,NA,NA,NA,Not in TOP,,chemical_leaf_soluable_starch_content_per_area,,chemical > compound,
soluable_sugars_per_area,,,leaf,nutrient,molecular,188,Mass of soluble sugars per leaf area,,"	Leaf sugar content per leaf dry mass",506,NA,leaf sugar content per leaf area,TOP920,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Leaf_sugar_content_per_leaf_area,20210519,does soluable sugar = sugar?,chemical_leaf_soluable_sugar_content_per_area,,chemical > compound,
specific_leaf_area,,,leaf,allocation,,189,Leaf area per unit leaf dry mass; SLA,,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or exclu",3117,NA,leaf area per leaf dry mass,TOP50,http://top-thesaurus.org/annotationInfo?viz=1&&trait=Specific_leaf_area,2020,,,,biomass > allocation,
specific_root_area,,,root,allocation,,190,Root area per unit root dry mass,,Root surface area per root dry mass (specific root area),1089,NA,NA,NA,NA,Not in TOP,,,,biomass > allocation,
specific_root_length,,,root,allocation,,191,Root length per unit root dry mass; SRL,,"Root length per root dry mass (specific root length, SRL)",1080,NA,root length per root dry mass,TOP935,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Specific_root_length_trait,20210518,,,,biomass > allocation,
specific_taproot_length,,,root,allocation,,NA,NA,,"Coarse root length per coarse root dry mass (specific coarse root length, SRL)",1550,"similar, not identical",NA,NA,NA,Not in TOP,,,,biomass > allocation,
spinescence,,,whole_plant,morphology,,NA,NA,,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",677,NA,NA,NA,NA,Not in TOP,,whole_plant_spinescece,MTS/leaf traits,morphology > whole_plant,
spongy_mesophyll_thickness,,,leaf,morphology,cellular_scale,NA,NA,,Leaf mesophyll spongiophyll thickness,805,NA,NA,NA,NA,Not in TOP,,cell_morphology_leaf_spongy_mesophyll_thickness,,morphology > cellular,
sprout_depth,,,whole_plant,life history,fire_response,4,Depth of resprouting shoots,,Budbank height distribution,153,"similar, not identical",NA,NA,NA,Not in TOP,,,fire response,life_history > fire_response,
starch_per_area,,,leaf,nutrient,molecular,192,Mass of starch(typo in Austraits) per leaf area,,"	Leaf starch content per leaf dry mass",505,NA,NA,NA,NA,,duplicate trait - needs to be removed,duplicate trait - needs to be removed,duplicate trait - needs to be removed,,
stem_C_per_dry_mass,,,stem,nutrient,,193,Stem carbon (C) content per unit stem dry mass,,Stem carbon (C) content per stem dry mass,407,NA,stem carbon content per stem dry mass,TOP491,http://top-thesaurus.org/annotationInfo?viz=1&&trait=Stem_carbon_content_per_stem_dry_mass,2020,,nutrient_stem_C_content_per_dry_mass,,chemical >element/nutrient,
stem_count_categorical,,,stem,morphology,,194,"Number of stems present, expressed in groups, where categories were 1=1; 2-3=2; 4-10=3; 11-30=4; and >30=5. Used by Peter Vesk.",,Plant biomass and allometry: Shoots per plant,1034,"similar, not identical",NA,NA,NA,Not in TOP,,,,biomass > allocation,
stem_density,,,stem,allocation,,NA,NA,,"Stem dry mass per unit stem fresh volume, specifically for non-woody or partially woody stems that otherwise are outliers for wood density",NA,NA,NA,NA,NA,Not in TOP,,stem_density,,biomass > allocation,
stem_dry_matter_content,,,stem,allocation,,197,Stem dry mass per unit stem fresh mass,,"Stem dry mass per stem fresh mass (stem dry matter content, StDMC)",1181,NA,NA,NA,NA,Not in TOP,,,,biomass > allocation,
stem_hydraulic_conductivity,,,stem,physiology,plant_hydraulics,NA,NA,,Branch hydraulic conductance,3392,NA,NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport > conductivity,
stem_mass_fraction,,,whole_plant,allocation,,NA,NA,,Plant biomass and allometry: Stem dry mass per plant dry mass per plant,136,NA,NA,NA,NA,Not in TOP,,,,biomass > allocation,
stem_N_per_dry_mass,,,stem,nutrient,,198,Stem carbon (N) content per unit stem dry mass,,Stem nitrogen (N) content per stem dry mass,406,NA,stem nitrogen content per stem dry mass,TOP501,http://top-thesaurus.org/annotationInfo?viz=1&&trait=Stem_nitrogen_content_per_stem_dry_mass,2020,,nutrient_stem_N_content_per_dry_mass,,chemical >element/nutrient,
stem_respiration_per_dry_mass,,,stem,physiology,gas_exchange,NA,NA,,Stem respiration rate per stem dry mass,519,NA,NA,NA,NA,Not in TOP,,stem_respiration_rate_per_area_ambient,(gas exchange/fluor minor review),physiology > gas_exchange > respiration,
stem_soluable_starch_per_mass,,,stem,nutrient,molecular,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,chemical_stem_soluable_starch_content_per_mass,,chemical > compound,
stem_soluable_sugars_per_mass,,,stem,nutrient,molecular,NA,NA,,NA,NA,NA,stem sugar content per stem dry mass,TOP914,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Stem_sugar_content_per_stem_dry_mass,20210518,does soluable sugar = sugar?,chemical_stem_soluable_sugar_content_per_mass,,chemical > compound,
stem_water_content_per_saturated_mass,,,stem,allocation,plant_hydraulics,NA,NA,,Wood (sapwood) water content,1097,"similar, not identical",NA,NA,NA,Not in TOP,,stem_water_content_per_stem_saturated_mass,,biomass > allocation,
stem_water_delta18O,,,stem,physiology,isotope,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,isotope_delta18O_stem_water,,physiology > stable_isotope_signature,
stomatal_conductance_per_area_ambient,,,leaf,physiology,gas_exchange; photosynthetic,NA,NA,,Stomata conductance per leaf area,45,NA,leaf stomatal conductance for H2O per leaf area,TOP368,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Stomatal_conductance_for_h2o,20210519,single stomatal conductance trait,leaf_stomatal_conductance_per_area_ambient,(gas exchange/fluor minor review),physiology > gas_exchange > conductance,
stomatal_conductance_per_area_at_Amax,,,leaf,physiology,gas_exchange; photosynthetic,201,"Rate of water loss through stomata, per unit leaf area under saturated light conditions",,Stomata conductance per leaf area,45,NA,leaf stomatal conductance for H2O per leaf area,TOP368,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Stomatal_conductance_for_h2o,20210519,single stomatal conductance trait,leaf_stomatal_conductance_per_area_at_Amax,(gas exchange/fluor minor review),physiology > gas_exchange > conductance,
stomatal_conductance_per_area_at_Asat,,,leaf,physiology,gas_exchange; photosynthetic,202,"Rate of water loss through stomata, per unit leaf area under saturated light and CO2 conditions",,Stomata conductance per leaf area,45,NA,leaf stomatal conductance for H2O per leaf area,TOP368,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Stomatal_conductance_for_h2o,20210519,single stomatal conductance trait,leaf_stomatal_conductance_per_area_at_Asat,(gas exchange/fluor minor review),physiology > gas_exchange > conductance,
stomatal_density_abaxial,,,leaf,morphology,cellular_scale,NA,NA,,Stomata distribution to ab- and adaxial leaf surfaces,781,NA,stomata density abaxial,TOP371,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Stomata_density_abaxial,20210519,,leaf_stomatal_density_abaxial,,morphology > leaf,??use abaxial/adaxial or upper_surface/lower_surface
stomatal_density_adaxial,,,leaf,morphology,cellular_scale,NA,NA,,Stomata distribution to ab- and adaxial leaf surfaces,781,NA,stomata density adaxial,TOP372,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Stomata_density_adaxial,20210519,,leaf_stomatal_density_adaxial,,morphology > leaf,??use abaxial/adaxial or upper_surface/lower_surface
stomatal_density_average,,,leaf,morphology,cellular_scale,NA,NA,,Stomata density,63,NA,stomata density,TOP370,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Stomata_density_trait,20210519,,leaf_stomatal_density_average,,morphology > leaf,
stomatal_distribution,,,leaf,morphology,cellular_scale,NA,NA,,"	Stomata distribution to ab- and adaxial leaf surfaces",781,NA,NA,NA,NA,Not in TOP,,leaf_stomatal_distribution,,morphology > leaf,
stomatal_resistance_conductance_ambient,,,leaf,physiology,gas_exchange; photosynthetic,NA,NA,,"	Leaf water storage transfer resistance",714,"similar, not sure if identical",leaf stomatal conductance for H2O per leaf area,TOP368,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Stomatal_conductance_for_h2o,20210519,single stomatal conductance trait,leaf_stomatal_resistance_conductance_ambient,(gas exchange/fluor minor review),physiology > gas_exchange > conductance,
support_fraction,,,whole_plant,allocation,,NA,NA,,"Plant biomass and allometry: Supportive structure (stem, twig, leaf petiole, leaf sheeth) dry mass p",3059,NA,NA,NA,NA,Not in TOP,,,,biomass > allocation,
tap_root,,,root,morphology,,205,Binary variable describing whether or not a plant has a tap root present,,NA,NA,NA,NA,NA,NA,Not in TOP,,,,morphology > root,
thickest_root_diameter,,,root,morphology,,206,Diameter of the thickest root,,Root diameter,83,NA,NA,NA,NA,Not in TOP,,root_diameter_maximum,,biomass > allocation,
time_from_fire_to_fruit,,,reproductive; fruit,life history,fire_response,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,fire response,life_history > fire_response,
transverse_branch_area_specific_conductivity,,,stem,physiology,plant_hydraulics,NA,NA,,"Describes the flow rate of water (kg/s) along a stem for a given drop in pressure (1/MPa), normalised to the length of the segment (1/m). Calculated as hydraulic conductivity divided by the transverse branch area where the measurement is taken.",NA,NA,NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport > conductivity,
twig_area,,,stem,morphology,,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,twig_area_maximum,,biomass > allocation,
twig_length,,,stem,morphology,,NA,NA,,Twig length,1202,NA,NA,NA,NA,Not in TOP,,twig_length_maximum,,biomass > allocation,
upper_cuticle_thickness,,,leaf,morphology,cellular_scale,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,cell_morphology_leaf_cuticle_thickness_adaxial,,morphology > cellular,??use abaxial/adaxial or upper_surface/lower_surface
upper_hypodermis_thickness,,,leaf,morphology,cellular_scale,NA,NA,,Leaf hypodermis thickness,806,NA,NA,NA,NA,Not in TOP,,cell_morphology_leaf_hypodermis_thickness_adaxial,,morphology > cellular,??use abaxial/adaxial or upper_surface/lower_surface
upper_palisade_cell_thickness,,,leaf,morphology,cellular_scale,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,cell_morphology_leaf_palisade_cell_thickness_adaxial,,morphology > cellular,??use abaxial/adaxial or upper_surface/lower_surface
Vcmax_per_area,,,leaf,physiology,photosystem_performance; photosynthetic,NA,NA,,Leaf photosynthesis carboxylation capacity (Vcmax) per leaf area (Farquhar model),186,NA,NA,NA,NA,Not in TOP,,,(gas exchange/fluor minor review),physiology > photosystem_performance,
vegetative_regeneration,,,whole_plant,life history,fire_response,NA,NA,,Plant vegetative regeneration capacity,344,NA,whole plant reproduction type,TOP123,https://top-thesaurus.org/annotationInfo?viz=1&&trait=Plant_reproduction_type,20210518,slightly broader than our definition,,fire response,life_history > fire_response,
vein_angle_secondary,,,leaf,morphology,cellular_scale; plant_hydraulics,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
vein_density,,,leaf,morphology,cellular_scale; plant_hydraulics,NA,NA,,Leaf vein density,740,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
vessel_density,,,stem,morphology,cellular_scale; plant_hydraulics,NA,NA,,Wood vessel density; Branch vessel density,1237; 3390,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
vessel_density_leaves,,,leaf,morphology,cellular_scale; plant_hydraulics,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
vessel_diameter,,,stem,morphology,cellular_scale; plant_hydraulics,NA,NA,,Wood vessel diameter; Branch vessel diameter,1238; 3391,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
vessel_diameter_hydraulic,,,stem,morphology,cellular_scale; plant_hydraulics,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
vessel_diameter_leaves,,,leaf,morphology,cellular_scale; plant_hydraulics,NA,NA,,Leaf vessel diameter,367,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
vessel_lumen_fraction,,,stem,morphology,cellular_scale; plant_hydraulics,NA,NA,,Stem conduit lumen cross-sectional area (vessels and tracheids) per stem sapwood cross-sectional are,172,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
vessel_multiple_fraction,,,stem,morphology,cellular_scale; plant_hydraulics,NA,NA,,"	Wood vessel grouping",276,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
vessel_non_lumen_fraction,,,stem,morphology,cellular_scale; plant_hydraulics,NA,NA,,Wood (sapwood) cross-sectional fraction of Vessel (conduit) area,3018,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
vessel_wall_fraction,,,stem,morphology,cellular_scale; plant_hydraulics,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,,morphology > water_transport,
vine_climbing_mechanism,,,whole_plant,morphology,,NA,NA,,NA,NA,NA,NA,NA,NA,Not in TOP,,,MTS/leaf traits,morphology > whole_plant,
water_band_index,,,leaf,physiology,light_interaction,NA,"Water band index, the ratio of the reflectance at 970 nm / 900 nm, recorded from the spectro-radiometer.",,NA,NA,NA,NA,NA,NA,Not in TOP,,,,physiology > other,
water_logging_tolerance,,,whole_plant,life history,environmental_tolerance,NA,NA,,Ability of taxon to tolerate water-logged soils,NA,NA,NA,NA,NA,Not in TOP,,,(environmental tolerance),life_history > environmental_tolerance,
water_potential_50percent_lost_conductivity,,,stem,physiology,plant_hydraulics,NA,NA,,"	Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P8",719,NA,NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport > water_potential,
water_potential_88percent_lost_conductivity,,,stem,physiology,plant_hydraulics,NA,NA,,"	Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P8",719,NA,NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport > water_potential,
water_potential_midday,,,leaf,physiology,plant_hydraulics,209,A plant's water potential during the heat of the day,,Leaf water & osmotic potential: leaf water potential,983,less precise,NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport > water_potential,
water_potential_predawn,,,leaf,physiology,plant_hydraulics,210,A plant's water potential just before sunrise,,Leaf water & osmotic potential: leaf water potential,983,less precise,NA,NA,NA,Not in TOP,,,(water transport review),physiology > water_transport > water_potential,
